n,1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000,15000,16000,17000,18000,19000,20000,21000,22000,23000,24000,25000,26000,27000,28000,29000,30000,31000,32000,33000,34000,35000,36000,37000,38000,39000,40000,41000,42000,43000,44000,45000,46000,47000,48000,49000,50000,51000,52000,53000,54000,55000,56000,57000,58000,59000,60000,61000,62000,63000,64000,65000,66000,67000,68000,69000,70000,71000,72000,73000,74000,75000,76000,77000,78000,79000,80000,81000,82000,83000,84000,85000,86000,87000,88000,89000,90000,91000,92000,93000,94000,95000,96000,97000,98000,99000,100000,Średnia
Test 1,7200,22173,32083,42325,56661,58158,79788,114074,104486,107285,135784,167097,223481,176161,199168,175188,215352,235565,279642,212075,236673,257204,313613,282528,312926,308429,434224,378368,388262,367492,361474,423257,510944,504164,446099,539452,456899,618506,507702,652460,696438,571287,538904,649766,765368,650696,695670,678102,613296,665446,699655,762612,723472,803731,769853,797031,745060,752876,705048,802808,913219,873347,969960,891352,872928,892410,1004063,1017546,859123,1062024,1005120,947273,1079658,1099392,1450922,1093966,1038675,1165596,1411967,1206965,1238004,1118939,1108892,1263086,1281653,1192264,1401650,1280592,1258936,1330167,1287480,1214968,1552448,1486004,1432572,1571539,1427361,1492489,1331841,1545713
Test 2,9830,22325,28732,41387,61448,64745,86381,97382,110679,138961,150821,147156,163744,171126,198788,207032,201319,206461,357373,262715,302849,251055,284942,299399,368334,353053,334192,366466,361262,458365,367353,453017,424445,453632,426856,481358,469563,467637,514591,556511,476685,539717,574370,724641,605323,820983,780888,687094,694271,913932,712830,659933,818857,692375,783811,846820,790944,909553,893927,827695,823400,914001,955840,840942,897104,1004301,907289,1010747,989132,935049,1030740,938301,1163211,999216,977732,1199510,1027270,1115720,1138240,1360747,1214570,1044640,1090972,1079503,1066168,1170305,1079889,1676636,1298187,1293458,1362196,1279396,1431245,1344442,1721470,1521179,1620665,1522936,1719161,1624405
Test 3,9848,17870,32799,49503,64024,63255,78254,93473,123215,129746,134060,154206,220905,167323,218596,198214,220527,222763,217818,269596,302119,325136,257345,281127,289382,462859,335180,392735,338228,389443,415899,413229,428826,486339,488768,532514,608902,493434,475762,575591,554795,502331,603219,702476,599312,678027,576870,691839,642518,691433,824881,789501,724826,905439,778877,817488,755617,795044,753253,939987,762074,856937,1019000,950992,920381,873459,1106099,1006307,963219,906110,1165247,1013000,1050120,1224392,1068124,1071361,1118039,990397,1267320,1194627,1219446,1092219,1263567,1112641,1244784,1232305,1613213,1300660,1405500,1510305,1375075,1288057,1532094,1277858,1517294,1384334,1409744,1425929,1550333,1420498
Test 4,9234,23795,35303,54122,55477,73420,92567,92059,98371,106332,183455,173652,146700,188293,192355,194006,222799,220966,232112,226520,275393,271573,318999,403312,365120,298052,369103,365861,431319,343770,413626,387917,538239,483716,464769,476028,486891,602059,543533,470731,765798,569388,526086,634537,735171,643360,636461,662374,640902,748392,802321,739752,696431,761872,870677,770905,838515,843515,808737,1004687,832997,813911,1029637,996415,1037348,892390,865018,1097935,848931,1043749,923488,912188,1135212,1074155,1059696,1023321,1233059,1121256,972264,1180447,1269188,1477146,1296166,1115587,1270220,1371680,1305951,1369505,1086072,1288242,1310249,1329365,1214014,1384407,1467779,1370187,1345244,1546704,1551548,1564973
Test 5,10239,22909,32014,43920,48500,72971,77176,100118,116696,132649,131061,142583,145105,171748,175110,199724,202915,249080,228058,228061,258326,291126,307401,346536,441810,298494,389120,356483,356553,523009,394461,448524,447367,452321,447880,479034,484114,488559,540249,523411,547673,581999,610289,730282,607701,571353,761850,605335,635460,625762,650300,677903,727695,662493,723075,806860,864774,749095,857051,771696,840421,903101,804649,848308,928648,870741,984919,831137,1043080,927686,1108434,1024608,1225232,1283291,1106389,974706,1236644,1124823,1121765,1109761,1029180,1175739,1147792,1118129,1178703,1288560,1297433,1390201,1179056,1247607,1328288,1955402,1336795,1440844,1193872,1848507,1568029,1519522,1388057,1436102
Test 6,11575,22280,37201,48658,59565,62648,97903,88050,103224,132294,118122,161484,161432,180101,178711,186933,206672,235235,206214,238106,255121,274881,284864,317401,372676,358658,341332,339437,430270,407204,390362,403742,480445,509588,533313,482882,482121,516081,476196,517206,737700,554763,613120,553335,574038,704950,634492,683859,609691,662998,855748,729135,751994,673725,788462,824461,767932,707598,849454,854887,812158,986049,860818,1026712,1055097,949965,796991,980238,1164982,916125,1327800,1160807,998249,1621613,1003881,1151617,968046,1514306,1098541,1177901,1317859,1156205,1193582,1301290,1309939,1248080,1313939,1251024,1114827,1371245,1386630,1300907,1419922,1267909,1291090,1244581,1678789,1345903,1570328,1453049
Test 7,13155,28568,29495,67105,51795,77581,75564,91595,97214,119263,125760,150146,152473,165100,185115,235630,249266,243209,289427,283139,247620,273482,320545,288937,291341,337480,429018,378204,414174,387059,386882,363602,431827,464377,458898,630625,569600,708970,518917,615178,721836,564818,598226,566192,652286,635723,619130,613177,630020,838953,847091,751131,808832,752598,731742,963161,791888,706510,906801,838840,872608,862813,845532,1146889,919242,905688,829685,897944,943330,945990,1100954,1303885,1097844,1023661,989013,1078362,995752,1065844,1205632,1224619,1107466,1422532,1135232,1327933,1206394,1245968,1307234,1255246,1209784,1203705,1336888,1336975,1613373,1497237,1588091,1812336,1307654,1637074,1561993,1730652
Test 8,11828,20683,36873,49314,54734,63925,84794,107115,116798,120399,117891,150485,148727,162158,189330,219687,222761,247725,243854,229454,244878,278852,277005,302159,409707,362571,354088,420443,395006,509087,444609,415149,440892,470449,431043,513315,610105,428986,493364,629804,506924,714814,579110,560356,651870,638750,621815,655412,653524,647567,724879,688070,780948,852946,903799,769560,823544,765297,799638,806936,860985,773977,895406,956469,879049,887780,1038920,991771,951392,1015399,997842,936051,894486,1202466,1045998,1079502,1198070,1209311,1246324,1134663,1260844,1047006,1280962,1178325,1342486,1325349,1178909,1362099,1180366,1526741,1251760,1614178,1391255,1182817,1474873,1402207,1342594,1334954,1627669,1369767
Test 9,11509,22811,28993,44853,67958,69392,101805,99346,94456,126996,145008,153387,163868,208495,191617,211427,188138,300752,234042,255072,253352,296256,323873,304160,319478,388976,374382,413023,374565,447783,427471,400411,512834,543281,464133,476755,489862,565912,590215,518569,522550,561598,589962,557594,826185,615102,694883,582371,716128,714422,782069,750705,700485,865543,763560,767455,699277,899103,872916,966274,1029381,856736,1006971,795296,1247595,1582467,827626,1187622,1013163,926169,988572,1092015,1135113,1180182,1116176,1034895,1215109,1129735,1490705,1191542,1228885,1217340,1266032,1116652,1249100,1075177,1295928,1246227,1574770,1224128,1272917,1239144,1376160,1258799,1362025,1410173,1422730,1275300,1556729,1478094
Test 10,9340,29141,39594,42934,59519,87572,80278,96056,105443,125913,136904,161467,159778,191002,173033,206212,310122,204250,243046,241301,256985,260970,322963,286651,288952,290085,372441,376265,353717,404214,379951,494033,396111,528144,473723,455910,511436,598011,522304,603064,544212,552283,610559,700556,580204,604393,674373,753885,795733,756821,678832,729986,707175,743802,844647,937947,853334,779717,872097,792798,882804,917381,854383,887103,1027823,928972,1061120,1130299,1082906,944928,1108045,948927,1121395,1221009,961601,1041691,1102967,1171393,1183021,1268069,1210247,1084734,1131199,1399941,1258911,1353239,1240429,1358324,1346316,1197196,1511027,1335167,1471466,1204310,1353851,1302227,1460130,1437708,1703578,1438814
